待核	段末無句讀	ZJH-024	第 0 段	陶、尼兩氏任本院通訊研究員並建議中英科學合作辦法
待核	段末無句讀	ZJH-024	第 1 段	這次陶德斯、尼德漢二位教授來我國訪問，並承分別送來英國皇家學會、大英學院、牛津大
待核	段末無句讀	ZJH-028	第 14 段	十二、數學研究所民國三十年開始籌備，去年始正式成立，從事於數學分析、幾何、代數、
待核	段末無句讀	ZJH-029	第 3 段	一、院士和研究體制
待核	段末無句讀	ZJH-029	第 5 段	二、院士的選舉
待核	段末無句讀	ZJH-029	第 8 段	三、院士會議的任務
待核	段末無句讀	ZJH-029	第 14 段	四、我們的希望
待核	段末無句讀	ZJH-032	第 0 段	在中央研究院三十週年紀念致詞
待核	段末無句讀	ZJH-032	第 7 段	在傅先生尚未離開中山大學之先，他在北平發現明清大內檔案，爲一商人所出賣，索價一萬
待核	段末無句讀	ZJH-032	第 54 段	當四十四年四月間，我以世界科學家對核子物理之研究，突飛猛進，人類歷史邁進原子時代
待核	段末無句讀	ZJH-035	第 5 段	二推行義務教育與改進小學教育
待核	段末無句讀	ZJH-035	第 7 段	三整理中學教育
待核	段末無句讀	ZJH-035	第 8 段	現行中學教育係採取普通中學、師範、職業三種教育合併設置之制度。初中三年得兼設職業
待核	段末無句讀	ZJH-035	第 12 段	五注重職業教育
待核	段末無句讀	ZJH-035	第 14 段	專科學校之設立，除音樂藝術體育諸科外，其主要目的在養成國民在技術上之專門技能，與
待核	段末無句讀	ZJH-035	第 15 段	七整理大學教育
待核	段末無句讀	ZJH-035	第 21 段	八推行蒙间藏教育與注重華僑教育
待核	段末無句讀	ZJH-035	第 26 段	九推行青年及成年補習教育
待核	段末無句讀	ZJH-035	第 28 段	+厲行國民體育
待核	段末無句讀	ZJH-035	第 30 段	十一推行電影及播音教育
待核	段末無句讀	ZJH-035	第 32 段	十二增設並充實各地圖書館
待核	段末無句讀	ZJH-035	第 34 段	十三籌設中央敎育館
待核	段末無句讀	ZJH-035	第 36 段	十四改良課程
待核	段末無句讀	ZJH-035	第 37 段	（一）小學課程小學課程中最繁重者，乃爲識字。文字爲民族文化之所從寄，而中國文字構
待核	段末無句讀	ZJH-035	第 42 段	（三）大學課程今日大學課程泛複凌亂，缺乏體系，已爲不可掩飾之事實，蓋設置課程應顧
待核	段末無句讀	ZJH-035	第 44 段	十五充實設備
待核	段末無句讀	ZJH-035	第 48 段	十六注重訓育
待核	段末無句讀	ZJH-035	第 50 段	十七厲行考試
待核	段末無句讀	ZJH-035	第 52 段	十八結
待核	段末無句讀	ZJH-036	第 3 段	三、爲樹教科書之範本也我國中小學教科書，三十年來雖有改進之處，但仍係私人編輯，而
待核	段末無句讀	ZJH-036	第 6 段	甲、小學各科教科書及教授書全套
待核	段末無句讀	ZJH-036	第 7 段	乙、中學必要之參考書及掛圖全套
待核	段末無句讀	ZJH-036	第 16 段	第二期四萬一千元
待核	段末無句讀	ZJH-036	第 21 段	第三期三萬八千六百元
待核	段末無句讀	ZJH-038	第 2 段	中等教育，往時採用普通中學、師範、職業三種教育合設制，結果反使三種教育失其特殊性
待核	段末無句讀	ZJH-038	第 4 段	職業教育之目的，在於培養國民之職業技能，以助國民經濟及國家產業之發展。中國職業教
待核	段末無句讀	ZJH-039	第 3 段	就體制論，大學內附設師範學院，自設科系，多至十餘單位，除教育、公民訓育、體育、童
待核	段末無句讀	ZJH-039	第 14 段	一、發揮文理學院培養中學師資之基本效用。文理學院之本身目的，雖在研究高深學理，探
待核	段末無句讀	ZJH-041	第 0 段	「七七」第八週年廣播詞
待核	段末無句讀	ZJH-042	第 1 段	這幾月來，我已見了不少的賓客，聽了很多的建議，同時接到數目更多的書信，勸我糾正這
待核	段末無句讀	ZJH-043	第 8 段	教育上的復員並非就是還原。站在國家民族教育文化均衡發展的立場上，我們對所有學校及
待核	段末無句讀	ZJH-043	第 13 段	第一
待核	段末無句讀	ZJH-044	第 3 段	亦甚少補充，何況戰前設備本不夠用，今後自應努力充實，希望復員後能以最新設備，達到
待核	段末無句讀	ZJH-044	第 4 段	準。但要做到這點，必須政府與人民通力合作，才能有計劃的逐步辦到。六、國民教育機會
待核	段末無句讀	ZJH-047	第 12 段	二、戰區專科以上學校之遷復與後方高等教育之維持
待核	段末無句讀	ZJH-047	第 15 段	一、隔省遷移之專科以上學校二、省內遷移之專科以上學校
待核	段末無句讀	ZJH-047	第 16 段	二十七校十四校
待核	段末無句讀	ZJH-047	第 17 段	三、戰時停頓戰後恢復之專科以上學校
待核	段末無句讀	ZJH-047	第 18 段	八校
待核	段末無句讀	ZJH-047	第 19 段	四、留設原地之專科以上學校
待核	段末無句讀	ZJH-047	第 20 段	十七校
待核	段末無句讀	ZJH-047	第 21 段	五、接收改設之專科以上學校
待核	段末無句讀	ZJH-047	第 23 段	三、國立中等學校之交省與對各省之補助
待核	段末無句讀	ZJH-047	第 30 段	四、敵掠文物之接收與清理
待核	段末無句讀	ZJH-047	第 33 段	五、復員交通之籌劃與協助
待核	段末無句讀	ZJH-047	第 40 段	六、學校建築設備之修復與補充
待核	段末無句讀	ZJH-047	第 41 段	戰爭爆發以來，敵蹄所至，廬舍爲墟，而尤以對於學校之破壞爲最烈。敵軍未至，卽先之以
待核	段末無句讀	ZJH-047	第 46 段	七、收復區中等以上學校員生之甄審
待核	段末無句讀	ZJH-047	第 51 段	八、失學失業青年之輔導與救濟
待核	段末無句讀	ZJH-047	第 54 段	九、教育復員工作之感想
待核	段末無句讀	ZJH-053	第 9 段	臺灣目前畢業的學生，職業也成問題，普通中學之劇增，當然是重要原因。本來各種學校與
待核	段末無句讀	ZJH-055	第 4 段	不過無論如何，教育部總盡量設法。玆擧河南退至陝西境內之學生而言，各方所報數額頗有
待核	段末無句讀	ZJH-055	第 34 段	三、國民學校。國民學校師資之需要，數量尤夥，困難亦最嚴重。國民教育第一次五年計劃
待核	段末無句讀	ZJH-056	第 0 段	勝利以來，教育部的工作，多半是復員與善後的工作。依據去年九月在重慶舉行的全國教育
待核	段末無句讀	ZJH-056	第 1 段	一、學生就學問題
待核	段末無句讀	ZJH-056	第 3 段	朱家二、師資問題
待核	段末無句讀	ZJH-056	第 7 段	三、留學問題
待核	段末無句讀	ZJH-056	第 9 段	四、教育經費與學校設備問題
待核	段末無句讀	ZJH-057	第 0 段	一、復員與善後的過程
待核	段末無句讀	ZJH-057	第 2 段	戰前全國所有專科以上學校爲一〇八所，學生只有四一九二三人，大都集中在東南及沿海省
待核	段末無句讀	ZJH-057	第 3 段	戰時成立的國立中等學校，原係臨時性的權宜措施，在五十餘校中，除了七個中學，六個職
待核	段末無句讀	ZJH-057	第 6 段	二、目前教育重要設施
待核	段末無句讀	ZJH-057	第 8 段	專科以上學校在地理上的分佈，已乘復員的時
待核	段末無句讀	ZJH-057	第 11 段	三、安定和充實設備
待核	段末無句讀	ZJH-058	第 3 段	第二基本教育的重視
待核	段末無句讀	ZJH-058	第 5 段	第三邊疆教育的重視
待核	段末無句讀	ZJH-058	第 7 段	第四教育經費的籌措
待核	段末無句讀	ZJH-059	第 12 段	人們呼籲「搶救教育」，正是我們時刻所蘄求的。目前的教育是在矛盾中進行着，一方面要
待核	段末無句讀	ZJH-059	第 13 段	（一）國立中山大學
待核	段末無句讀	ZJH-060	第 20 段	這五種原因，可說是對於中山大學的妨碍及不方便，但是在這困難之下，我們在這短期中，
待核	段末無句讀	ZJH-060	第 43 段	現在說到歷史方面。中國史學，在世界上是佔有重要位置的，他是有系統的一種史學。但研
待核	段末無句讀	ZJH-060	第 56 段	再我們更覺得奇怪的，是廣東是近熱帶的地方，水菓一項，應該出產豐富，但市面上賣的，
待核	段末無句讀	ZJH-062	第 1 段	在中國現在局面之下，中央不能無人維持，所以戴校長要到下月或是九月才能回粵，我們身
待核	段末無句讀	ZJH-062	第 13 段	醫科當改組之初，戴校長很是焦心，現在醫科醫院的成績，已爲社會人士所公認，尤其是得
待核	段末無句讀	ZJH-063	第 0 段	記者問：先生此次回粵，就任中山大學校長，戴先生於先生就職時，亦能歸校否？答：戴先
待核	段末無句讀	ZJH-063	第 1 段	接二連三，沒有一刻空閒，以故戴先生在中央初任爲考試院長，及訓練部長等職時，卽再三
待核	段末無句讀	ZJH-064	第 0 段	在廣州中山大學
待核	段末無句讀	ZJH-064	第 9 段	附屬學校的高中初中與小學，我們辦的目的，一則呢，各處中學因爲經費設備的關係，學生
待核	段末無句讀	ZJH-066	第 9 段	「何必讀書，然後爲學」這句話，不能說他沒有道理，治學不是
待核	段末無句讀	ZJH-069	第 0 段	爲中山大學校友會編印特刋作
待核	段末無句讀	ZJH-069	第 6 段	二國立中央大學
待核	段末無句讀	ZJH-070	第 1 段	各位都是受過高等教育的人，對於這一次抗戰意義之深切和日本帝國主義之橫蠻蔑理，一定
待核	段末無句讀	ZJH-071	第 12 段	（二）國立同濟大學
待核	段末無句讀	ZJH-072	第 0 段	賀同濟大學三十五週年校慶
待核	段末無句讀	ZJH-072	第 4 段	席勒
待核	段末無句讀	ZJH-072	第 8 段	函丁校長民國三十一年五月十日
待核	段末無句讀	ZJH-073	第 0 段	光陰過得眞快，回憶當年考入同濟之時，正是創辦初期，一切情形，還歷歷如在目前，却是
待核	段末無句讀	ZJH-073	第 1 段	談起同濟大學，不能不先把寶隆醫院一提。寶隆醫院是清末在上海的寶隆醫生、福醫生、和
待核	段末無句讀	ZJH-073	第 2 段	這三位醫生在當時都享有盛名，寶隆是他們的領袖，尤其活躍，常與中國官場往來。光緒卅
待核	段末無句讀	ZJH-074	第 0 段	在教育部法律教育委員會致詞
待核	段末無句讀	ZJH-074	第 7 段	一、關於法學人才的標準。我們所需要的法學人才，將來須在司法界、立法機關、行政機關
待核	段末無句讀	ZJH-076	第 7 段	（二）龐德先生很直爽的批評我們中國法律教育的不統一，無系統，以及法學著述的貧乏。
待核	段末無句讀	ZJH-077	第 0 段	在教育部會議室講
待核	段末無句讀	ZJH-078	第 3 段	吾國的法制，經過近二十年來法學家不斷的努力，可說大致完備。但是我在本會第五次會議
待核	段末無句讀	ZJH-079	第 6 段	諸位青年朋友，你們將來一定有做行政幹部的機會的。我深切的希望，你們能夠知法，能夠
待核	段末無句讀	ZJH-080	第 4 段	二、今後工作，千頭萬緒。而心理建設，實其基礎。今日中國雖已擠於四強之列，然而國民
待核	段末無句讀	ZJH-082	第 12 段	從事師範教育工作的人，以及身受師範訓練的青年，都得有個共同的瞭解，並且還應該有一
待核	段末無句讀	ZJH-083	第 0 段	孔子是「德配天地」「道冠古今」，要紀念他，眞有些不知應該從何說起之感。好在，在教
待核	段末無句讀	ZJH-083	第 1 段	孔子一生的行動，可以說都是敎育工作，甚至他短時期「從政」，也是爲的「行道」，仍然
待核	段末無句讀	ZJH-083	第 9 段	六、靑年修養與國家民族
待核	段末無句讀	ZJH-084	第 0 段	各位同志：今天兄弟和各位在這裏相見，非常難得，而且特別愉快。各位都從遠道而來，今
待核	段末無句讀	ZJH-085	第 0 段	爲三青團成立四週年紀念而作
待核	段末無句讀	ZJH-085	第 2 段	我們一般成年，都曾經有過一段的青年生活，這就是我們能夠瞭解青年的一個基礎。可是我
待核	段末無句讀	ZJH-085	第 9 段	此外，三民主義青年團所領導的青年運動，在意義上也有他的特別之點。過去的青年運動，
待核	段末無句讀	ZJH-086	第 2 段	此外，三民主義青年團所領導的青年運動，在意義上，也有牠的特點。過去的青年運動，無
待核	段末無句讀	ZJH-087	第 4 段	從時空的關係說，在橫的方面，我們對於全世界的地理、國際大勢，必須有正確的認識，方
待核	段末無句讀	ZJH-087	第 7 段	最後，因爲談到青年的修養，又連想到青年的體格和意志問題，青年正在發育時期，理應發
待核	段末無句讀	ZJH-094	第 4 段	一是「提高民族道
待核	段末無句讀	ZJH-095	第 7 段	中英庚款基金董事
待核	段末無句讀	ZJH-096	第 0 段	民國二十二年八月二十九日於南京
待核	段末無句讀	ZJH-098	第 0 段	史稱：大禹痛父功不就而被殛也，在外焦心瘁形者凡十三年，躬乘四載，水乘舟，陸乘車，
待核	段末無句讀	ZJH-098	第 6 段	民國二十六年，余主浙政，成立省地政局，羅致專門人才，規劃全省航測事業，期以三年內
待核	段末無句讀	ZJH-099	第 8 段	這四點勉勵諸生的意思，是我二十餘年來經驗所得的許多道理，不是這封信上所能盡言。我
待核	段末無句讀	ZJH-100	第 4 段	翌年，余奉調至中央大學，將地理系由文學院改屬理學院以便利教學與研究。復增加自然地
待核	段末無句讀	ZJH-100	第 6 段	委實言之，目前國內大學地理系之設置，尚不普遍，其畢業生之人數，當有供不應求之感。
待核	段末無句讀	ZJH-101	第 0 段	查地理、測量、海洋三科，關係國防與其他政治上之設施，最爲深切，職前以國內尙無此項
待核	段末無句讀	ZJH-101	第 2 段	（乙）研究工作以經濟及國防兩者爲重心。計有國父實業計劃，交通網及西北諸系統地理重
待核	段末無句讀	ZJH-101	第 6 段	（一）各區地理環境之變遷。（二）各族分佈範圍及人種地理上之特徵。（二）農耕區域之
待核	段末無句讀	ZJH-102	第 0 段	頃據中國地理研究所大地測量組代理主任陳永齡呈，以日前晉謁，蒙垂示該組應與軍令部第
待核	段末無句讀	ZJH-102	第 3 段	乙、研究與教育之聯繫
待核	段末無句讀	ZJH-102	第 6 段	丙、教育與業務之聯繫
待核	段末無句讀	ZJH-102	第 10 段	丁、目前即可進行事項
待核	段末無句讀	ZJH-103	第 7 段	一、關於生產建設事業者
待核	段末無句讀	ZJH-103	第 11 段	再次，電氣事業。從前建設委員會首都電廠，戚墅堰電廠，中央電氣試驗所等，本會都曾投
待核	段末無句讀	ZJH-103	第 14 段	二、關於教育文化事業者
待核	段末無句讀	ZJH-103	第 17 段	乙類、高等教育和研究機關的補助，大概可分爲建築，設備，講座三項。現在全國專科以上
待核	段末無句讀	ZJH-104	第 6 段	二、郵政
待核	段末無句讀	ZJH-105	第 0 段	電政部份一、郵電合設
待核	段末無句讀	ZJH-105	第 1 段	查郵電均爲通信重要工作，歐美各國頗多連合一處辦公，殊爲便利。我國歷史關係，向屬分
待核	段末無句讀	ZJH-105	第 2 段	民國二十一、二年間，國際通信，除美國業用R C A大電力機器直接與舊金山通報外，
待核	段末無句讀	ZJH-105	第 3 段	查上海方面民營廣播電臺，極爲紛亂，本部爲整飭起見，原擬在滬裝置德律風根公司，訂購
待核	段末無句讀	ZJH-105	第 4 段	近年交通日漸便利，民間交誼，不能囿於一地，時須與他處或他省酬應，擧凡婚喪喜慶等人
待核	段末無句讀	ZJH-105	第 5 段	我國電信設備，雖報線已遍設全國。惟以時代演進，非建設長途電話，不足以應軍政需要。
待核	段末無句讀	ZJH-105	第 6 段	查我國長途電話，業經籌備進行，同時復在滬漢粵三處，裝置無線電話臺，以資輔助。所用
待核	段末無句讀	ZJH-105	第 8 段	航政部份甲、水運方面
待核	段末無句讀	ZJH-105	第 9 段	一、招商局收歸國營案
待核	段末無句讀	ZJH-105	第 11 段	二、國營招商局添置海輪四艘發展沿海航線案
待核	段末無句讀	ZJH-105	第 13 段	三、召開航政會議
待核	段末無句讀	ZJH-105	第 15 段	四、吳淞商船專科學校增設中學暨添置儀器案
待核	段末無句讀	ZJH-105	第 16 段	吳淞商船專科學校，爲我國培植航業技術人才唯一學府，係交通部所創辦。查國內航業從業
待核	段末無句讀	ZJH-105	第 17 段	五、規定船籍港名稱及疆界
待核	段末無句讀	ZJH-105	第 19 段	六、加入海上人命安全公約
待核	段末無句讀	ZJH-105	第 21 段	七、實施船員檢定
待核	段末無句讀	ZJH-105	第 23 段	八、公布各種航政法規
待核	段末無句讀	ZJH-105	第 24 段	我國各類船舶，以前向由海關管理，自經收歸本部，分設航政局處管理以來，航政之推行，
待核	段末無句讀	ZJH-105	第 25 段	一、西南航空公司之成立經過
待核	段末無句讀	ZJH-105	第 27 段	二、開設國內航空線之概況
待核	段末無句讀	ZJH-105	第 29 段	航線長經營（公里）之公司
待核	段末無句讀	ZJH-105	第 30 段	線段
待核	段末無句讀	ZJH-105	第 31 段	中國航該線原由上海經南京安慶九江漢口沙市宜昌萬縣至重慶其間長一
待核	段末無句讀	ZJH-105	第 32 段	日年
待核	段末無句讀	ZJH-105	第 33 段	滬蜀線二十二年
待核	段末無句讀	ZJH-105	第 34 段	月十月十
待核	段末無句讀	ZJH-105	第 35 段	由重慶展至成都
待核	段末無句讀	ZJH-105	第 36 段	空公司一六九一公里未計在內
待核	段末無句讀	ZJH-105	第 37 段	之渝蓉段「六月
待核	段末無句讀	ZJH-105	第 38 段	二十四年五月改用新式道格拉斯
待核	段末無句讀	ZJH-105	第 39 段	年-由上海經南京海州青島天津至北平
待核	段末無句讀	ZJH-105	第 40 段	日年月日年1日年
待核	段末無句讀	ZJH-105	第 41 段	三七「同同右
待核	段末無句讀	ZJH-105	第 42 段	航州
待核	段末無句讀	ZJH-105	第 43 段	復杭
待核	段末無句讀	ZJH-105	第 44 段	二十三年四月十日因飛機在杭州灣失事暫停航至十一月十日復航
待核	段末無句讀	ZJH-105	第 45 段	事三
待核	段末無句讀	ZJH-105	第 46 段	失十
待核	段末無句讀	ZJH-105	第 47 段	自上海至溫州福州厦門汕頭至廣州
待核	段末無句讀	ZJH-105	第 48 段	七五五同右
待核	段末無句讀	ZJH-105	第 49 段	自重慶經貴陽至昆明
待核	段末無句讀	ZJH-105	第 50 段	月三十日三停十
待核	段末無句讀	ZJH-105	第 51 段	有鄭九縮年
待核	段末無句讀	ZJH-105	第 52 段	該站十段二
待核	段末無句讀	ZJH-105	第 53 段	僅移年航二
待核	段末無句讀	ZJH-105	第 54 段	一州月短十
待核	段末無句讀	ZJH-105	第 55 段	因新亂蘭州至廸化六七五公里二接十粵線將洛陽縮短七〇公里實際七八〇公里
待核	段末無句讀	ZJH-105	第 56 段	七又爲航月
待核	段末無句讀	ZJH-105	第 57 段	歐亞航
待核	段末無句讀	ZJH-105	第 58 段	段停航
待核	段末無句讀	ZJH-105	第 59 段	自上海經南京洛陽西安蘭
待核	段末無句讀	ZJH-105	第 60 段	滬新線二十二年四月州肅州哈密至
待核	段末無句讀	ZJH-105	第 61 段	空公司
待核	段末無句讀	ZJH-105	第 62 段	日年
待核	段末無句讀	ZJH-105	第 63 段	月十
待核	段末無句讀	ZJH-105	第 64 段	自北平經太原洛陽漢口長沙至廣州
待核	段末無句讀	ZJH-105	第 65 段	平粵
待核	段末無句讀	ZJH-105	第 66 段	二三〇〇同右
待核	段末無句讀	ZJH-105	第 67 段	二十三年十一月一日由寧夏展至包頭改稱蘭包線計增長四二〇公里連同原線長三八〇公里計
待核	段末無句讀	ZJH-105	第 68 段	每年
待核	段末無句讀	ZJH-105	第 69 段	蘭寧線
待核	段末無句讀	ZJH-105	第 70 段	自蘭州直達寧夏
待核	段末無句讀	ZJH-105	第 71 段	三八〇同右
待核	段末無句讀	ZJH-105	第 72 段	六月中
待核	段末無句讀	ZJH-105	第 73 段	陜蓉線二十四年九月自西安經漢中至成都
待核	段末無句讀	ZJH-105	第 74 段	六二〇同
待核	段末無句讀	ZJH-105	第 75 段	日年日年
待核	段末無句讀	ZJH-105	第 76 段	西南航
待核	段末無句讀	ZJH-105	第 77 段	自廣州經梧州南寧至龍州
待核	段末無句讀	ZJH-105	第 78 段	空公司
待核	段末無句讀	ZJH-105	第 79 段	四五七同右該線自瓊州經北海至南寧段迄未
待核	段末無句讀	ZJH-105	第 80 段	廣瓊南線肝
待核	段末無句讀	ZJH-105	第 81 段	自廣州經海棻至瓊州
待核	段末無句讀	ZJH-105	第 82 段	三、空運機關與水陸交通機關之聯運
待核	段末無句讀	ZJH-105	第 85 段	五、航空郵件資費之調整
待核	段末無句讀	ZJH-108	第 1 段	一、澄清吏治
待核	段末無句讀	ZJH-108	第 3 段	二、實行新生活
待核	段末無句讀	ZJH-109	第 7 段	不過要防官僚政客反動份子，必須從團結本黨同志做起，本黨同志能一致協力，就不愁人才
待核	段末無句讀	ZJH-112	第 4 段	指標，提出了以上兩個答案之後，進而談學校黨務和教育學術界協力之所在。抗戰的勝利基
待核	段末無句讀	ZJH-113	第 4 段	教育學術界所負的使命越是重大，國人對教育學術界的期望愈是殷切。國家越在危難中，教
待核	段末無句讀	ZJH-115	第 1 段	中國國民黨以教育學術爲國家之命脈，對教育學術之重視與提契，已有甚久之歷史。遠的不
待核	段末無句讀	ZJH-116	第 14 段	我們曾向他們提出說國聯屢次的決議，要求日本撤兵。調查團到了中國，就要把事實向國聯
待核	段末無句讀	ZJH-116	第 16 段	總之，我們這幾天的談話，感想是非常好的。他們要把我們這種意見和書面說帖，在調查時
待核	段末無句讀	ZJH-123	第 0 段	爲中國月刊社作
待核	段末無句讀	ZJH-123	第 10 段	抗戰的三年來，中國政治上興革的事件很多，我們不過擧出重要的幾點。我們對於中國政治
待核	段末無句讀	ZJH-127	第 1 段	前次談話以後，轉瞬又是一個月了
待核	段末無句讀	ZJH-128	第 5 段	中華民族之獨立生存，固係暴日實現侵略陰謀之阻碍，同時亦爲我近東友好民族安全屏障。
待核	段末無句讀	ZJH-130	第 1 段	遠東和太平洋均勢的破裂，歐洲局勢的動盪不已，是有莫大的影響的。一九二五年的羅加諾
待核	段末無句讀	ZJH-131	第 1 段	從一九一八年十一月十一日第一次歐戰休戰起，到今年九月一日第二次歐戰再發生，相隔僅
待核	段末無句讀	ZJH-131	第 9 段	捷克事變以後，德國控制了東南歐，英國知希特勒野心之無止境，必將再度發動新的侵略，
待核	段末無句讀	ZJH-131	第 13 段	再就戰略而言，上次大戰時，空軍威力尙不顯赫，戰爭的活動，以平面範圍爲主。由於近二
待核	段末無句讀	ZJH-131	第 18 段	說到歐戰與遠東的影響，我們認定對於中國絕對有利，對於日本則絕對不利。日本在上次歐
待核	段末無句讀	ZJH-134	第 5 段	希特勒的戰略怎樣呢？他一貫的作風，是以勝取信於人，好像是說得到做得到似的。自從他
待核	段末無句讀	ZJH-134	第 6 段	德軍進攻英國的途徑有三：（一）越過海峽，直撲倫敦，這條路最近，費力亦最大，必陸海
待核	段末無句讀	ZJH-134	第 13 段	第二、我們從另一方面去觀察，姑假定美國暫時隱忍，僅爲消極的防禦，而不與英國聯合行
待核	段末無句讀	ZJH-135	第 3 段	因之，我們對於瞬息萬變的時局，要時時刻刻密切注視，加以研討。這幾個星期以來，時局
待核	段末無句讀	ZJH-135	第 5 段	何以說日本不能取得主動的地位呢？蘇日條約的簽訂，我們不能否認是他外交上的成就。但
待核	段末無句讀	ZJH-135	第 12 段	伊拉克的重要性，不只在縮轂紅海和波斯灣，亦不只因他是通印度之路，爲歐亞兩洲的鎖鑰
待核	段末無句讀	ZJH-136	第 0 段	歐戰發生，瞬滿兩年。而現在還沒有參戰的一個主角——美國，迄自保持局外中立。故美國
待核	段末無句讀	ZJH-139	第 13 段	可是歐洲第二戰場，究竟會不會開闢呢？事實上，當然在最近是不容易實現的。同盟國家，
待核	段末無句讀	ZJH-140	第 1 段	今天僅就世界大局，扼要的與諸位談談。近來西歐第二戰場，已有「呼之欲出」之勢。在論
待核	段末無句讀	ZJH-143	第 0 段	九年前之今日，日本無故出兵瀋陽，佔我東三省，當時吾人卽曾屢次宣告世界，暴日野心旣
待核	段末無句讀	ZJH-144	第 0 段	本會的前身是中國國際聯盟同志會，在聯合國成立的時候改稱今名，今天是改組後第二次
待核	段末無句讀	ZJH-144	第 7 段	其次，聯合國的基本精神，是避免戰爭，建立永久和平。唯其因爲有這點基本精神，所以在
待核	段末無句讀	ZJH-146	第 3 段	國際聯盟的壽命，雖然只有二十年，但這二十年的世界小康局面，全靠有了這個日內瓦的活
待核	段末無句讀	ZJH-146	第 10 段	第三、制裁侵略，今後更有法理的依據。我們要特別提到的，是一九五年十一月十七日聯合
待核	段末無句讀	ZJH-152	第 0 段	諸位聽衆：我剛從西北各省，長期旅行回來，西北的情形是值得介紹與諸位的。我們不到西
待核	段末無句讀	ZJH-154	第 11 段	說到機器工業，本來是各種工業之母，可是要在西北奠定機器工業的基礎，決非短時間內所
待核	段末無句讀	ZJH-155	第 5 段	自從國父孫先生倡導三民主義，主張各民族一律平等，繼國父之後，我們總裁，秉承此義，
待核	段末無句讀	ZJH-157	第 4 段	我們講到這裏，諸位一定要問內地人在漢代以前便在新疆活動，中國的政府也從漢武帝起，
待核	段末無句讀	ZJH-158	第 5 段	塔吉克人屬伊蘭語系，可以說是沒有改用突厥語的南疆土著。柯爾克玆人卽漢代的「堅昆」
待核	段末無句讀	ZJH-158	第 7 段	維吾爾人稱呼西蒙古爲喀爾瑪克(Qalmaq)，歐人從之，稱之爲Kalmuk。他們
待核	段末無句讀	ZJH-159	第 8 段	我們中華民族不是一族的民族，完全是以漢、滿、蒙、回、藏五個民族合起來，纔成功整個
待核	段末無句讀	ZJH-160	第 0 段	錄自現代評論二卷四十三期
待核	段末無句讀	ZJH-160	第 25 段	誰從不曾把充滿悲愁的夜裏
待核	段末無句讀	ZJH-162	第 2 段	依「國民參政會組織條例」的規定，參政員選自各省市地方，和文化經濟等團體，這在事實
待核	段末無句讀	ZJH-163	第 11 段	復次是傳統的素養，一個將校團的完成，必須經過相當悠久的歲月，積漸而成傳統的素養，
待核	段末無句讀	ZJH-164	第 0 段	空前的第二次世界大戰已成過去的陳跡，全世界每一個民族受了這次戰爭的慘痛教訓，正在
待核	段末無句讀	ZJH-165	第 7 段	二、重慶附近資源，蘊藏甚豐，綦江之鐵，嘉陵江之煤，均爲西南有數大礦。煤鐵取用兩側
待核	段末無句讀	ZJH-173	第 0 段	伊敏先生大鑒：頻年離亂，相去萬里。接奉九月二十七日惠書，誦讀再三，不勝忻慰。你毫
